Tytuł,Cena,Sklep,Procesor:,RAM:,Dysk SSD:,Karta graficzna:,Ekran:,System operacyjny:,Dysk HDD:
"Laptop ASUS ROG Zephyrus G16 GA605WI-R9321W 16"" OLED 240Hz Ryzen AI 9 HX 370 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen AI 9 HX 370,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + AMD Radeon 890M,"16"", 2560 x 1600px, Matryca OLED, 240Hz",Windows 11 Home,
"Laptop HP Pavilion 15-EG3304NW 15.6"" IPS i5-1335U 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-1335U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop MICROSOFT Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Qualcomm Snapdragon X Elite,"16GB, LPDDR5X",512GB PCIe NVMe,Qualcomm Adreno,"15"", 2496 x 1664px, Matryca PixelSense Flow, 120Hz, Ekran dotykowy",Windows 11 Home,
"Laptop DELL G16 7630-2980 16"" 240Hz i9-13900HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Linux",Brak ceny,ediaexpert,Intel Core i9-13900HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca WVA, 240Hz",Linux,
"Laptop DELL Inspiron 14 2in1 7440-7487 14"" IPS Core 5 120U 16GB RAM 1TB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core 5 120U,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0,Intel Graphics,"14"", 1920 x 1200px, Matryca WVA, 60Hz, Ekran dotykowy",Windows 11 Professional,
"Laptop DELL Inspiron 14 2in1 7440-7463 14"" IPS Core 7 150U 16GB RAM 1TB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core 7 150U,"16GB, DDR5, 5200MHz",PCIe NVMe 4.0,Intel Graphics,"14"", 1920 x 1200px, Matryca WVA, 60Hz, Ekran dotykowy",Windows 11 Professional,1000GB
Laptop DREAMMACHINES RX4090-17PL36 17.3” 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3,Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"17.3"", 2560 x 1440px, Matryca WVA, 240Hz",Brak,
"Laptop ASUS ExpertBook B1402CVA-EB0111X 14"" IPS i3-1315U 8GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i3-1315U,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics 600,"14"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop ASUS ExpertBook B1402CVA-EB0112X 14"" i5-1335U 8GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i5-1335U,"8GB, DDR4",512GB PCIe NVMe 4.0,Intel UHD Graphics,"14"", 1920 x 1080px, LED, 60Hz",Windows 11 Professional,
"Laptop DREAMMACHINES RG4050-17PL23 17.3"" 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3",Brak ceny,ediaexpert,Intel Core i7-13620H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop LENOVO IdeaPad Pro 5 16IMH9 16"" IPS Ultra 5-125H 32GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core Ultra 5-125H,"32GB, LPDDR5X",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS, 120Hz",Windows 11 Home,
"Laptop ASUS ROG Strix Scar 17 G733PZV-LL069W 17.3"" IPS 240Hz R9-7945HX3D 32GB RAM 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 7945HX3D,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4080 + AMD Radeon 610M,"17.3"", 2560 x 1440px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop ASUS ROG Zephyrus G14 GA403UV-QS089W 14"" OLED R7-8845HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 8845HS,"16GB, LPDDR5X, 6400MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"14"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop ASUS ROG Strix Scar 16 G634JZR-N4016W 16"" IPS 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop GIGABYTE G5 KF5-H3EE354KD 15.6"" IPS 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,Intel Core i7-13620H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop MSI Raider GE68 HX 14VIG-407PL 16"" IPS i9-14900HX 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"16"", 3840 x 2400px, Matryca IPS, Mini LED, 120Hz",Windows 11 Home,
"Laptop MSI Bravo 17 D7VFK-091XPL 17.3"" IPS 144Hz R7-7735HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,AMD Ryzen 7 7735HS,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 680M,"17.3"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop LENOVO Yoga 7 14IRL8 14"" OLED i5-1340P 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-1340P,"16GB, LPDDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,Intel Iris Xe Graphics,"14"", 1920 x 1200px, 60Hz, Ekran dotykowy",Windows 11 Home,
"Laptop LENOVO Legion Pro 7 16ARX8H 16"" IPS 240Hz R9-7945HX 32GB RAM 2 x 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 7945HX,"32GB, DDR5, 5200MHz",2048 (1024+1024)GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4080 + AMD Radeon 610M,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN515-46 15.6"" IPS 144Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3050",Brak ceny,ediaexpert,AMD Ryzen 7 6800H,"16GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop LENOVO Legion Pro 5 16IRX8 16"" IPS 240Hz i5-13500HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,Intel Core i5-13500HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Brak,
"Laptop ASUS ROG Zephyrus G16 GU603ZI-N4019W 16"" IPS 240Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-12700H,"16GB, DDR4, 3200MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"16"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Windows 11 Home,
"Laptop DELL G16 7630-8607 16"" 165Hz i7-13650HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca WVA, LED, 165Hz",Windows 11 Home,
"Laptop ACER Nitro AN17-41-R9HF 17.3"" IPS 165Hz R7-7735HS 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3",Brak ceny,ediaexpert,AMD Ryzen 7 7735HS,"32GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + AMD Radeon 680M,"17.3"", 2560 x 1440px, Matryca IPS, LED, 165Hz",Brak,
"Laptop ACER Nitro 5 AN517-55-59D7 17.3"" IPS 165Hz i5-12500H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"17.3"", 2560 x 1440px, Matryca IPS, 165Hz",Brak,
"Laptop GIGABYTE G5 GE-51EE263SD 15.6"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce RTX3050",Brak ceny,ediaexpert,Intel Core i5-12500H,"8GB, DDR4, 3200MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop GIGABYTE G5 KF-E3EE313SD 15.6"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop ASUS TUF Gaming F15 FX507ZC4-HN018 15.6"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop ASUS X515EA-BQ1445 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD",Brak ceny,ediaexpert,Intel Core i5-1135G7,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS R5-5600H 8GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 5600H,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop LENOVO IdeaPad 3 15ALC6 15.6"" IPS R7-5700U 8GB RAM 512GB SSD",Brak ceny,ediaexpert,AMD Ryzen 7 5700U,"8GB, DDR4, 3200MHz",512GB PCIe NVMe,AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop DELL Inspiron 5640-8125 16"" Core 7 150U 16GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core 7 150U,"16GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0,Intel Graphics,"16"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Home,
Laptop DREAMMACHINES RG4070-17PL21 17.3” 144Hz I7-13620H 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3,Brak ceny,ediaexpert,Intel Core i7-13620H,"32GB, DDR5, 4800MHz",1024GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop LENOVO Legion 9 16IRX9 16"" 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i9-14900HX,"64GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"16"", 3200 x 2000px, Mini LED, 165Hz",Windows 11 Professional,
"Laptop LENOVO Legion Pro 7 16IRX9H 16"" IPS 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop LENOVO IdeaPad Duet 3 Chrome 11Q727 10.95"" IPS Snapdragon 7c 8GB RAM 128GB eMMC Chrome OS",Brak ceny,ediaexpert,Qualcomm Snapdragon 7c Gen. 2,"8GB, LPDDR4X, 2133MHz",128GB eMMC,Qualcomm Adreno,"10.95"", 2000 x 1200px, Matryca IPS, 60Hz, Ekran dotykowy",Chrome OS,
"Laptop DELL Alienware M18 R2 18R2-1898 18"" 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-14900HX,"64GB, DDR5, 5200MHz",2000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"18"", 2560 x 1600px, Matryca WVA, 165Hz",Windows 11 Home,
"Laptop DELL XPS 9640-7562 16.3"" OLED Ultra 7-155H 64GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 7-155H,"64GB, LPDDR5X, 7467MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel Arc Graphics,"16.3"", 3840 x 2400px, 90Hz, Ekran dotykowy",Windows 11 Professional,
"Laptop DELL XPS 9640-7579 16.3"" OLED Ultra 7-155H 64GB RAM 2TB SSD GeForce RTX4070 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 7-155H,"64GB, LPDDR5X, 7467MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel Arc Graphics,"16.3"", 3840 x 2400px, 90Hz, Ekran dotykowy",Windows 11 Professional,
"Laptop DREAMMACHINES RG4070-17PL31 17"" 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3",Brak ceny,ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"17"", 2560 x 1600px, Matryca WVA, 240Hz",Brak,
"Laptop ASUS ZenBook Pro 16X UX7602BZ-MY005X 16"" OLED i9-13905H 32GB RAM 2TB SSD GeForce RTX4080 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i9-13905H,"32GB, LPDDR5X",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"16"", 3200 x 2000px, 120Hz, Ekran dotykowy",Windows 11 Professional,
"Laptop ASUS VivoBook S 15 M5506UA-MA051W 15.6"" OLED R7-8845HS 32GB RAM 1TB SSD Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 8845HS,"32GB, LPDDR5X",1000GB PCIe NVMe 4.0,AMD Radeon 780M,"15.6"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA507NU-TT902W 15.6"" IPS 144Hz R7-7735HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 7735HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + AMD Radeon 680M,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 512GB SSD macOS Księżycowa poświata",Brak ceny,ediaexpert,Apple M3,8GB,512GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop ASUS ZenBook 14 UX3402VA-KN591W 14"" OLED i5-13500H 16GB RAM 512GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, LPDDR5",512GB PCIe NVMe 4.0,Intel UHD Graphics,"14"", 2880 x 1800px, 90Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS ROG Zephyrus G14 GA403UV-QS080W 14"" OLED R7-8845HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 7 8845HS,"16GB, LPDDR5X, 6400MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"14"", 2880 x 1800px, 120Hz",Windows 11 Home,
"Laptop ASUS ROG Zephyrus Duo 16 GX650PY-NM050X 16"" 240Hz R9-7945HX 64GB RAM 4TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,AMD Ryzen 9 7945HX,"64GB, DDR5, 4800MHz",4000 (2000+2000)GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4090 + AMD Radeon 610M,"16"", 2560 x 1600px, Mini LED, 240Hz",Windows 11 Professional,
"Laptop GIGABYTE G7 KF-E3EE213SH 17.3"" 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"17.3"", 1920 x 1080px, 144Hz",Windows 11 Home,
"Laptop ASUS ROG Zephyrus G16 GU605MY-QR105X 16"" OLED 240Hz Ultra 9-185H 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",Brak ceny,ediaexpert,Intel Core Ultra 9-185H,"32GB, LPDDR5X",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4090 + Intel Arc Graphics,"16"", 2560 x 1600px, 240Hz",Windows 11 Professional,
"Laptop MSI Stealth 16 AI Studio A1VGG-031PL 16"" IPS 240Hz Ultra 9-185H 32GB RAM 2TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core Ultra 9-185H,"32GB, DDR5, 5600MHz",2000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop ASUS VivoBook Pro 16 K6602VU-MX043W 16"" OLED i5-13500H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500H,"16GB, DDR5",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"16"", 3200 x 2000px, 120Hz",Windows 11 Home,
"Laptop DELL Latitude 7340 13.3"" i5-1345U 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i5-1345U,"16GB, LPDDR5, 4800MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"13.3"", 1920 x 1200px, LED, 60Hz",Windows 11 Professional,
"Laptop ASUS ExpertBook B1500CBA-BQ1931X 15.6"" i7-1255U 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i7-1255U,"16GB, DDR4",512GB PCIe NVMe 4.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, LED, 60Hz",Windows 11 Professional,
"Laptop ASUS VivoBook Go E510KA-EJ485WS 15.6"" Celeron N4500 4GB RAM 128GB eMMC Windows 11 S",Brak ceny,ediaexpert,Intel Celeron N4500,"4GB, DDR4",128GB eMMC,Intel HD Graphics,"15.6"", 1920 x 1080px, LED, 60Hz",Windows 11 Home S,
"Laptop ACER Nitro AN16-41 16"" IPS 165Hz R9-7940HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 7940HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop ACER Nitro AN16-41 16"" IPS 165Hz R9-7940HS 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 7940HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop MSI Bravo 17 C7VE-022PL 17.3"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + AMD Radeon 660M,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop PREDATOR Triton PT14-51-77TD 14"" IPS 165Hz i7-13700H 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700H,"32GB, LPDDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"14"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop ASUS VivoBook Go E1504FA-BQ050 15.6"" IPS R5-7520U 8GB RAM 512GB SSD",Brak ceny,ediaexpert,AMD Ryzen 5 7520U,"8GB, LPDDR5",512GB PCIe NVMe 3.0,AMD Radeon 610M,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop DELL Inspiron 3530-8874 15.6"" i5-1335U 8GB RAM 256GB SSD Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-1335U,"8GB, DDR4, 3200MHz",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, LED, 120Hz",Windows 11 Home,
"Laptop PREDATOR Helios PH18-71-71TC 18"" IPS 165Hz i7-13700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13700HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"18"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop PREDATOR Helios Neo PHN16-71-56AZ 16"" IPS 165Hz i5-13500HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i5-13500HX,"16GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop DREAMMACHINES RG3060-15PL33 15.6"" 144Hz i5-12500H 16GB RAM 1TB SSD GeForce RTX3060",Brak ceny,ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DELL G15 5530-8539 15.6"" i7-13650HX 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, LED, 120Hz",Windows 11 Home,
"Laptop PREDATOR Helios PH16-71 16"" IPS 240Hz i9-13900HX 32GB RAM 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i9-13900HX,"32GB, DDR5, 5600MHz",1024GB PCIe NVMe,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Windows 11 Home,
"Laptop ASUS ROG Flow X13 GV302XV-MU008W 13.4"" IPS 165Hz R9-7940HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",Brak ceny,ediaexpert,AMD Ryzen 9 7940HS,"16GB, LPDDR5",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"13.4"", 2560 x 1600px, Matryca IPS, LED, 165Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS VivoBook X515EA-BQ1222 15.6"" IPS i3-1115G4 8GB RAM 512GB SSD",Brak ceny,ediaexpert,Intel Core i3-1115G4,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop DELL XPS 9315-9164 13.4"" i7-1250U 16GB RAM 512GB SSD Windows 11 Professional",Brak ceny,ediaexpert,Intel Core i7-1250U,"16GB, LPDDR5, 5200MHz",512GB PCIe NVMe 4.0 x2,Intel Iris Xe Graphics,"13.4"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Professional,
Laptop DELL Inspiron 5420-9973 14'' i5-1235U 8GB RAM 512GB SSD Windows 11 Professional,Brak ceny,ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe 4.0,Intel Iris Xe Graphics,"14"", 1920 x 1200px, Matryca WVA, 60Hz",Windows 11 Professional,
"Laptop ACER Aspire 3 A315-59-397U 15.6"" IPS i3-1215U 8GB RAM 256GB SSD Windows 11 Home S",Brak ceny,ediaexpert,Intel Core i3-1215U,"8GB, DDR4",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home S,
"Laptop ACER Nitro 5 AN515-58-71Q7 15.6"" IPS 144Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",Brak ceny,ediaexpert,Intel Core i7-12700H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
